2aa	-5.464
2bb	-5.265
2c	-5.742
2ee	-6.214
2e	-5.868
2ff	-6.144
2f	-5.862
2gg	-6.382
2g	-5.956
2h	-5.809
2i	-6.446
2j	-6.616
2k	-6.121
2l	-6.311
2m	-6.330
2n	-5.854
2o	-5.627
2p	-5.801
2q	-6.653
2r	-6.368
2s	-6.040
2t	-6.402
2u	-7.165
2v	-5.724
2x	-5.949
2y	-5.895
2z	-5.457
3fln	-6.258
3flq	-5.880
3flw	-5.153
3fly	-5.830
3flz	-5.561
3fmh	-5.127
3fmk	-5.869
