23	44.66
26	44.55
27	34.64
28	36.15
29	35.66
30	36.95
31	35.64
32	36.45
33	36.51
34	35.23
35	38.79
36	41.45
37	41.13
38	47.88
39	42.53
40	42.80
41	39.74
42	44.05
43	43.66
44	45.85
45	44.62
46	41.82
47	39.85
48	38.14
49	38.54
50	42.13
51	42.96
52	39.49
53	44.24
54	45.37
56	41.23
57	43.23
58	42.32
60	42.56
61	40.92
62	42.98
63	44.42
64	45.92
65	43.74
66	45.87
67	42.65
68	45.02
