13a	-85.65
13b	-82.39
13c	-69.88
13d	-88.11
13e	-86.49
13f	-83.38
13g	-85.09
13h	-77.72
13i	-84.66
13j	-79.64
13k	-86.88
13m	-86.67
13n	-78.37
13o	-81.16
17a	-80.24
17b	-69.76
17c	-77.70
17d	-77.23
17e	-66.95
17f	-80.80
17g	-78.62
17h	-82.65
17i	-72.41
24	-85.71
4a	-75.00
4b	-75.76
4c	-54.99
4d	-74.21
4i	-75.57
4j	-74.16
4k	-76.68
4l	-75.28
4m	-74.84
4n	-79.43
4o	-79.02
4p	-80.05
