13a	-7.375
13b	-8.680
13c	-9.034
13d	-8.388
13e	-7.122
13f	-6.441
13g	-5.708
13h	-6.602
13i	-5.270
13j	-2.405
13k	-2.818
13m	-3.121
13n	-2.208
13o	-6.625
17a	-6.086
17b	-8.560
17c	-6.890
17d	-4.932
17e	-7.960
17f	-6.565
17g	-5.909
17h	-6.349
17i	-9.598
24	-7.302
4a	-4.149
4b	-7.986
4c	-5.842
4d	-4.591
4i	-4.911
4j	-4.207
4k	-3.296
4l	-4.055
4m	-7.746
4n	-4.295
4o	-2.502
4p	-4.438
