2aa	-8.52
2bb	-7.52
2c	-9.00
2ee	-8.76
2e	-8.50
2ff	-9.07
2f	-8.27
2gg	-8.69
2g	-8.56
2h	-8.92
2i	-8.97
2j	-8.88
2k	-8.19
2l	-8.86
2m	-8.88
2n	-8.90
2o	-8.76
2p	-8.75
2q	-10.30
2r	-9.67
2s	-9.18
2t	-9.18
2u	-10.30
2v	-7.15
2x	-8.26
2y	-8.81
2z	-7.73
3fln	-8.51
3flq	-8.64
3flw	-7.66
3fly	-7.95
3flz	-8.52
3fmh	-8.22
3fmk	-8.85
